Num_Acc;luminosite
201100033149;2
201100033150;1
201100033151;1
201100033152;1
201100033153;5
201100033154;5
201100033155;5
201100033156;1
201100033157;5
201100033158;1
201100033159;1
201100033160;5
201100033161;1
201100033162;1
201100033163;5
201100033164;1
201100033165;1
201100033166;1
201100033167;1
201100033168;1
201100033169;1
201100033170;1
201100033171;5
201100033172;5
201100033173;5
201100033174;5
201100033175;5
201100033176;5
201100033177;5
201100033178;1
201100033179;1
201100033180;1
201100033181;1
201100033182;2
201100033183;5
201100033184;1
201100033185;1
201100033186;1
201100033187;1
201100033188;1
201100033189;1
201100033190;1
201100033191;1
201100033192;1
201100033193;1
201100033194;5
201100033195;1
201100033196;3
201100033197;1
201100033198;4
201100033199;1
201100033200;3
201100033201;5
201100033202;5
201100033203;1
201100033204;2
201100033205;5
201100033206;1
201100033207;1
201100033208;5
201100033209;1
201100033210;1
201100033211;1
201100033212;1
201100033213;1
201100033214;1
201100033215;1
201100033216;1
201100033217;1
201100033218;1
201100033219;1
201100033220;1
201100033221;1
201100033222;1
201100033223;1
201100033224;5
201100033225;5
201100033226;1
201100033227;1
201100033228;3
201100033229;1
201100033230;1
201100033231;1
201100033232;1
201100033233;1
201100033234;1
201100033235;1
201100033236;1
201100033237;1
201100033238;1
201100033239;1
201100033240;1
201100033241;1
201100033242;1
201100033243;5
201100033244;2
201100033245;2
201100033246;1
201100033247;5
201100033248;1
201100033249;1
201100033250;1
201100033251;5
201100033252;5
201100033253;5
201100033254;5
201100033255;4
201100033256;5
201100033257;5
201100033258;1
201100033259;1
201100033260;5
201100033261;1
201100033262;1
201100033263;1
201100033264;5
201100033265;1
201100033266;5
201100033267;1
201100033268;1
201100033269;1
201100033270;1
201100033271;1
201100033272;1
201100033273;3
201100033274;1
201100033275;1
201100033276;1
201100033277;1
201100033278;1
201100033279;1
201100033280;1
201100033281;1
201100033282;1
201100033283;1
201100033284;1
201100033285;1
201100033286;1
201100033287;1
201100033288;1
201100033289;1
201100033290;1
201100033291;1
201100033292;5
201100033293;1
201100033294;1
201100033295;1
201100033296;1
201100033297;1
201100033298;2
201100033299;3
201100033300;1
201100033301;3
201100033302;1
201100033303;1
201100033304;1
201100033305;1
201100033306;1
201100033307;1
201100033308;1
201100033309;5
201100033310;1
201100033311;1
201100033312;1
201100033313;1
201100033314;1
201100033315;1
201100033316;1
201100033317;5
201100033318;1
201100033319;5
201100033320;1
201100033321;5
201100033322;1
201100033323;1
201100033324;5
201100033325;3
201100033326;1
201100033327;5
201100033328;1
201100033329;5
201100033330;1
201100033331;1
201100033332;3
201100033333;1
201100033334;1
201100033335;1
201100033336;1
201100033337;1
201100033338;5
201100033339;5
201100033340;5
201100033341;1
201100033342;1
201100033343;1
201100033344;5
201100033345;1
201100033346;1
201100033347;2
201100033348;1
201100033349;1
201100033350;5
201100033351;1
201100033352;5
201100033353;1
201100033354;1
201100033355;1
201100033356;5
201100033357;1
201100033358;1
201100033359;5
201100033360;2
201100033361;1
201100033362;1
201100033363;1
201100033364;1
201100033365;1
201100033366;5
201100033367;1
201100033368;5
201100033369;1
201100033370;1
201100033371;3
201100033372;1
201100033373;1
201100033374;1
201100033375;1
201100033376;1
201100033377;1
201100033378;1
201100033379;1
201100033380;1
201100033381;1
201100033382;1
201100033383;1
201100033384;1
201100033385;1
201100033386;1
201100033387;1
201100033388;1
201100033389;1
201100033390;1
201100033391;1
201100033392;1
201100033393;1
201100033394;1
201100033395;1
201100033396;1
201100033397;1
201100033398;1
201100033399;1
201100033400;1
201100033401;1
201100033402;1
201100033403;1
201100033404;4
201100033405;1
201100033406;1
201100033407;4
201100033408;5
201100033409;1
201100033410;5
201100033411;1
201100033412;1
201100033413;1
201100033414;1
201100033415;1
201100033416;1
201100033417;5
201100033418;1
201100033419;1
201100033420;1
201100033421;5
201100033422;1
201100033423;5
201100033424;5
201100033425;1
201100033426;5
201100033427;2
201100033428;5
201100033429;5
201100033430;1
201100033431;1
201100033432;5
201100033433;1
201100033434;1
201100033435;1
201100033436;1
201100033437;3
201100033438;1
201100033439;1
201100033440;4
201100033441;1
201100033442;3
201100033443;1
201100033444;1
201100033445;1
201100033446;1
201100033447;5
201100033448;1
201100033449;1
201100033450;1
201100033451;1
201100033452;1
201100033453;1
201100033454;1
201100033455;1
201100033456;1
201100033457;1
201100033458;1
201100033459;1
201100033460;1
201100033461;5
201100033462;1
201100033463;1
201100033464;5
201100033465;1
201100033466;5
201100033467;5
201100033468;1
201100033469;1
201100033470;1
201100033471;1
201100033472;1
201100033473;1
201100033474;1
201100033475;1
201100033476;1
201100033477;1
201100033478;1
201100033479;1
201100033480;1
201100033481;1
201100033482;1
201100033483;1
201100033484;1
201100033485;1
201100033486;5
201100033487;5
201100033488;1
201100033489;5
201100033490;2
201100033491;5
201100033492;1
201100033493;1
201100033494;1
201100033495;3
201100033496;1
201100033497;1
201100033498;1
201100033499;1
201100033500;1
201100033501;4
201100033502;1
201100033503;1
201100033504;1
201100033505;5
201100033506;1
201100033507;1
201100033508;1
201100033509;4
201100033510;1
201100033511;1
201100033512;1
201100033513;3
201100033514;1
201100033515;5
201100033516;2
201100033517;1
201100033518;1
201100033519;1
201100033520;1
201100033521;1
201100033522;5
201100033523;5
201100033524;1
201100033525;1
201100033526;5
201100033527;2
201100033528;1
201100033529;5
201100033530;5
201100033531;1
201100033532;1
201100033533;1
201100033534;3
201100033535;1
201100033536;3
201100033537;1
201100033538;5
201100033539;1
201100033540;3
201100033541;1
201100033542;3
201100033543;1
201100033544;1
201100033545;2
201100033546;1
201100033547;1
201100033548;1
201100033549;1
201100033550;1
201100033551;1
201100033552;3
201100033553;4
201100033554;1
201100033555;5
201100033556;1
201100033557;5
201100033558;1
201100033559;1
201100033560;1
201100033561;5
201100033562;1
201100033563;1
201100033564;5
201100033565;3
201100033566;2
201100033567;1
201100033568;5
201100033569;1
201100033570;5
201100033571;3
201100033572;1
201100033573;1
201100033574;1
201100033575;1
201100033576;1
201100033577;1
201100033578;5
201100033579;2
201100033580;2
201100033581;5
201100033582;5
201100033583;5
201100033584;5
201100033585;1
201100033586;1
201100033587;1
201100033588;1
201100033589;5
201100033590;1
201100033591;2
201100033592;1
201100033593;5
201100033594;5
201100033595;2
201100033596;5
201100033597;1
201100033598;1
201100033599;5
201100033600;1
201100033601;1
201100033602;1
201100033603;1
201100033604;1
201100033605;1
201100033606;5
201100033607;1
201100033608;5
201100033609;1
201100033610;5
201100033611;1
201100033612;1
201100033613;1
201100033614;1
201100033615;1
201100033616;1
201100033617;5
201100033618;5
201100033619;1
201100033620;5
201100033621;2
201100033622;5
201100033623;1
201100033624;5
201100033625;1
201100033626;5
201100033627;5
201100033628;2
201100033629;1
201100033630;1
201100033631;1
201100033632;1
201100033633;1
201100033634;1
201100033635;5
201100033636;1
201100033637;5
201100033638;1
201100033639;1
201100033640;1
201100033641;5
201100033642;5
201100033643;5
201100033644;2
201100033645;5
201100033646;5
201100033647;5
201100033648;1
201100033649;1
201100033650;5
201100033651;1
201100033652;1
201100033653;1
201100033654;1
201100033655;1
201100033656;5
201100033657;2
201100033658;1
201100033659;1
201100033660;1
201100033661;5
201100033662;1
201100033663;1
201100033664;1
201100033665;1
201100033666;5
201100033667;1
201100033668;1
201100033669;1
201100033670;5
201100033671;5
201100033672;1
201100033673;1
201100033674;1
201100033675;1
201100033676;1
201100033677;5
201100033678;1
201100033679;1
201100033680;1
201100033681;1
201100033682;1
201100033683;1
201100033684;1
201100033685;5
201100033686;2
201100033687;1
201100033688;3
201100033689;4
201100033690;1
201100033691;1
201100033692;1
201100033693;1
201100033694;1
201100033695;2
201100033696;1
201100033697;1
201100033698;1
201100033699;1
201100033700;5
201100033701;5
201100033702;1
201100033703;1
201100033704;1
201100033705;1
201100033706;1
201100033707;1
201100033708;1
201100033709;1
201100033710;1
201100033711;1
201100033712;1
201100033713;1
201100033714;1
201100033715;1
201100033716;1
201100033717;1
201100033718;1
201100033719;1
201100033720;1
201100033721;1
201100033722;1
201100033723;1
201100033724;1
201100033725;1
201100033726;1
201100033727;1
201100033728;1
201100033729;1
201100033730;5
201100033731;1
201100033732;1
201100033733;1
201100033734;1
201100033735;2
201100033736;1
201100033737;5
201100033738;1
201100033739;1
201100033740;1
201100033741;1
201100033742;1
201100033743;1
201100033744;1
201100033745;1
201100033746;1
201100033747;1
201100033748;1
201100033749;1
201100033750;1
201100033751;1
201100033752;1
201100033753;1
201100033754;1
201100033755;1
201100033756;1
201100033757;1
201100033758;1
201100033759;1
201100033760;1
201100033761;1
201100033762;1
201100033763;1
201100033764;1
201100033765;1
201100033766;5
201100033767;1
201100033768;1
201100033769;1
201100033770;1
201100033771;1
201100033772;1
201100033773;1
201100033774;1
201100033775;1
201100033776;5
201100033777;1
201100033778;1
201100033779;1
201100033780;1
201100033781;1
201100033782;1
201100033783;5
201100033784;5
201100033785;1
201100033786;1
201100033787;1
201100033788;1
201100033789;5
201100033790;1
201100033791;1
201100033792;1
201100033793;1
201100033794;1
201100033795;4
201100033796;1
201100033797;1
201100033798;1
201100033799;1
201100033800;1
201100033801;1
201100033802;5
201100033803;1
201100033804;1
201100033805;1
201100033806;1
201100033807;1
201100033808;5
201100033809;5
201100033810;1
201100033811;1
201100033812;1
201100033813;1
201100033814;1
201100033815;1
201100033816;1
201100033817;1
201100033818;1
201100033819;1
201100033820;2
201100033821;5
201100033822;1
201100033823;1
201100033824;1
201100033825;5
201100033826;1
201100033827;1
201100033828;1
201100033829;1
201100033830;1
201100033831;1
201100033832;1
201100033833;1
201100033834;1
201100033835;1
201100033836;1
201100033837;1
201100033838;5
201100033839;1
201100033840;1
201100033841;3
201100033842;1
201100033843;1
201100033844;1
201100033845;1
201100033846;1
201100033847;1
201100033848;1
201100033849;5
201100033850;1
201100033851;5
201100033852;1
201100033853;1
201100033854;1
201100033855;5
201100033856;1
201100033857;1
201100033858;1
201100033859;1
201100033860;1
201100033861;5
201100033862;1
201100033863;2
201100033864;1
201100033865;1
201100033866;1
201100033867;1
201100033868;1
201100033869;1
201100033870;1
201100033871;1
201100033872;1
201100033873;1
201100033874;5
201100033875;1
201100033876;1
201100033877;1
201100033878;1
201100033879;1
201100033880;1
201100033881;1
201100033882;5
201100033883;1
201100033884;1
201100033885;1
201100033886;1
201100033887;1
201100033888;1
201100033889;1
201100033890;1
201100033891;1
201100033892;1
201100033893;1
201100033894;1
201100033895;1
201100033896;1
201100033897;1
201100033898;1
201100033899;5
201100033900;1
201100033901;1
201100033902;1
201100033903;5
201100033904;1
201100033905;1
201100033906;1
201100033907;1
201100033908;1
201100033909;1
201100033910;1
201100033911;1
201100033912;1
201100033913;3
201100033914;1
201100033915;1
201100033916;1
201100033917;1
201100033918;2
201100033919;1
201100033920;1
201100033921;2
201100033922;5
201100033923;5
201100033924;5
201100033925;2
201100033926;1
201100033927;5
201100033928;1
201100033929;1
201100033930;1
201100033931;1
201100033932;1
201100033933;2
201100033934;2
201100033935;1
201100033936;1
201100033937;2
201100033938;1
201100033939;3
201100033940;5
201100033941;1
201100033942;5
201100033943;5
201100033944;1
201100033945;1
201100033946;5
201100033947;5
201100033948;1
201100033949;5
201100033950;1
201100033951;5
201100033952;1
201100033953;1
201100033954;1
201100033955;5
201100033956;1
201100033957;5
201100033958;1
201100033959;1
201100033960;5
201100033961;5
201100033962;1
201100033963;1
201100033964;5
201100033965;1
201100033966;1
201100033967;5
201100033968;1
201100033969;5
201100033970;2
201100033971;5
201100033972;2
201100033973;5
201100033974;1
201100033975;5
201100033976;5
201100033977;1
201100033978;1
201100033979;5
201100033980;5
201100033981;1
201100033982;1
201100033983;5
201100033984;5
201100033985;1
201100033986;2
201100033987;1
201100033988;1
201100033989;5
201100033990;1
201100033991;3
201100033992;5
201100033993;3
201100033994;1
201100033995;1
201100033996;1
201100033997;1
201100033998;2
201100033999;1
201100034000;1
201100034001;5
201100034002;3
201100034003;1
201100034004;5
201100034005;1
201100034006;1
201100034007;5
201100034008;5
201100034009;5
201100034010;1
201100034011;1
201100034012;1
201100034013;1
201100034014;1
201100034015;5
201100034016;1
201100034017;1
201100034018;5
201100034019;1
201100034020;3
201100034021;1
201100034022;1
201100034023;5
201100034024;5
201100034025;1
201100034026;1
201100034027;1
201100034028;1
201100034029;1
201100034030;1
201100034031;1
201100034032;1
201100034033;5
201100034034;1
201100034035;1
201100034036;1
201100034037;1
201100034038;1
201100034039;3
201100034040;1
201100034041;1
201100034042;5
201100034043;1
201100034044;1
201100034045;5
201100034046;3
201100034047;1
201100034048;2
201100034049;2
201100034050;5
201100034051;1
201100034052;3
201100034053;1
201100034054;1
201100034055;2
201100034056;1
201100034057;1
201100034058;5
201100034059;1
201100034060;1
201100034061;1
201100034062;2
201100034063;1
201100034064;1
201100034065;1
201100034066;1
201100034067;1
201100034068;1
201100034069;1
201100034070;1
201100034071;1
201100034072;1
201100034073;5
201100034074;1
201100034075;1
201100034076;1
201100034077;1
201100034078;5
201100034079;3
201100034080;5
201100034081;2
201100034082;3
201100034083;1
201100034084;1
201100034085;1
201100034086;3
201100034087;2
201100034088;1
201100034089;1
201100034090;1
201100034091;1
201100034092;1
201100034093;1
201100034094;1
201100034095;3
201100034096;2
201100034097;1
201100034098;1
201100034099;2
201100034100;4
201100034101;3
201100034102;1
201100034103;1
201100034104;5
201100034105;5
201100034106;5
201100034107;1
201100034108;1
201100034109;1
201100034110;4
201100034111;5
201100034112;1
201100034113;1
201100034114;5
201100034115;5
201100034116;5
201100034117;1
201100034118;5
201100034119;5
201100034120;1
201100034121;3
201100034122;1
201100034123;1
201100034124;5
201100034125;5
201100034126;1
201100034127;1
201100034128;5
201100034129;1
201100034130;5
201100034131;5
201100034132;1
201100034133;5
201100034134;1
201100034135;1
201100034136;1
201100034137;2
201100034138;1
201100034139;1
201100034140;1
201100034141;1
201100034142;1
201100034143;1
201100034144;1
201100034145;1
201100034146;1
201100034147;1
201100034148;1
201100034149;1
201100034150;1
201100034151;1
201100034152;1
201100034153;2
201100034154;1
201100034155;1
201100034156;1
201100034157;1
201100034158;1
201100034159;1
201100034160;1
201100034161;1
201100034162;1
201100034163;5
201100034164;5
201100034165;1
201100034166;1
201100034167;1
201100034168;1
201100034169;1
201100034170;1
201100034171;1
201100034172;1
201100034173;5
201100034174;1
201100034175;1
201100034176;1
201100034177;1
201100034178;1
201100034179;1
201100034180;1
201100034181;1
201100034182;5
201100034183;1
201100034184;1
201100034185;1
201100034186;1
201100034187;1
201100034188;1
201100034189;1
201100034190;1
201100034191;2
201100034192;1
201100034193;1
201100034194;1
201100034195;1
201100034196;1
201100034197;1
201100034198;1
201100034199;5
201100034200;1
201100034201;1
201100034202;1
201100034203;1
201100034204;1
201100034205;1
201100034206;1
201100034207;1
201100034208;1
201100034209;1
201100034210;1
201100034211;1
201100034212;1
201100034213;1
201100034214;1
201100034215;5
201100034216;1
201100034217;1
201100034218;1
201100034219;1
201100034220;1
201100034221;1
201100034222;1
201100034223;1
201100034224;1
201100034225;1
201100034226;1
201100034227;5
201100034228;1
201100034229;1
201100034230;1
201100034231;1
201100034232;1
201100034233;1
201100034234;2
201100034235;1
201100034236;1
201100034237;1
201100034238;1
201100034239;1
201100034240;1
201100034241;5
201100034242;1
201100034243;1
201100034244;1
201100034245;1
201100034246;1
201100034247;3
201100034248;1
201100034249;1
201100034250;1
201100034251;1
201100034252;1
201100034253;1
201100034254;1
201100034255;1
201100034256;1
201100034257;5
201100034258;1
201100034259;1
201100034260;1
201100034261;1
201100034262;1
201100034263;1
201100034264;1
201100034265;1
201100034266;3
201100034267;1
201100034268;1
201100034269;1
201100034270;1
201100034271;1
201100034272;1
201100034273;1
201100034274;1
201100034275;1
201100034276;5
201100034277;2
201100034278;1
201100034279;1
201100034280;1
201100034281;1
201100034282;1
201100034283;1
201100034284;1
201100034285;1
201100034286;1
201100034287;1
201100034288;1
201100034289;1
201100034290;1
201100034291;1
201100034292;1
201100034293;5
201100034294;5
201100034295;1
201100034296;5
201100034297;1
201100034298;5
201100034299;1
201100034300;1
201100034301;1
201100034302;5
201100034303;1
201100034304;5
201100034305;1
201100034306;1
201100034307;1
201100034308;5
201100034309;1
201100034310;1
201100034311;5
201100034312;5
201100034313;5
201100034314;1
201100034315;1
201100034316;1
201100034317;1
201100034318;1
201100034319;1
201100034320;1
201100034321;1
201100034322;5
201100034323;1
201100034324;1
201100034325;2
201100034326;1
201100034327;1
201100034328;3
201100034329;5
201100034330;5
201100034331;1
201100034332;1
201100034333;5
201100034334;5
201100034335;1
201100034336;3
201100034337;5
201100034338;2
201100034339;1
201100034340;1
201100034341;3
201100034342;1
201100034343;5
201100034344;1
201100034345;5
201100034346;2
201100034347;1
201100034348;5
201100034349;2
201100034350;1
201100034351;5
201100034352;5
201100034353;1
201100034354;1
201100034355;2
201100034356;1
201100034357;2
201100034358;1
201100034359;1
201100034360;1
201100034361;2
201100034362;1
201100034363;3
201100034364;1
201100034365;1
201100034366;1
201100034367;5
201100034368;1
201100034369;5
201100034370;3
201100034371;1
201100034372;2
201100034373;1
201100034374;5
201100034375;3
201100034376;1
201100034377;5
201100034378;5
201100034379;1
201100034380;5
201100034381;1
201100034382;1
201100034383;1
201100034384;1
201100034385;1
201100034386;1
201100034387;5
201100034388;1
201100034389;1
201100034390;1
201100034391;1
201100034392;1
201100034393;1
201100034394;5
201100034395;1
201100034396;3
201100034397;1
201100034398;1
201100034399;1
201100034400;1
201100034401;1
201100034402;1
201100034403;1
201100034404;1
201100034405;1
201100034406;1
201100034407;1
201100034408;1
201100034409;1
201100034410;1
201100034411;1
201100034412;1
201100034413;1
201100034414;5
201100034415;1
201100034416;5
201100034417;5
201100034418;1
201100034419;1
201100034420;2
201100034421;1
201100034422;1
201100034423;1
201100034424;1
201100034425;1
201100034426;1
201100034427;5
201100034428;1
201100034429;1
201100034430;1
201100034431;1
201100034432;1
201100034433;1
201100034434;1
201100034435;1
201100034436;1
201100034437;1
201100034438;1
201100034439;2
201100034440;5
201100034441;2
201100034442;5
201100034443;5
201100034444;5
201100034445;1
201100034446;1
201100034447;3
201100034448;5
201100034449;1
201100034450;1
201100034451;1
201100034452;1
201100034453;1
201100034454;1
201100034455;1
201100034456;2
201100034457;1
201100034458;2
201100034459;1
201100034460;1
201100034461;1
201100034462;1
201100034463;1
201100034464;1
201100034465;1
201100034466;1
201100034467;5
201100034468;2
201100034469;1
201100034470;1
201100034471;5
201100034472;1
201100034473;3
201100034474;1
201100034475;1
201100034476;1
201100034477;1
201100034478;1
201100034479;1
201100034480;5
201100034481;1
201100034482;5
201100034483;5
201100034484;2
201100034485;1
201100034486;2
201100034487;1
201100034488;1
201100034489;2
201100034490;3
201100034491;3
201100034492;1
201100034493;2
201100034494;1
201100034495;1
201100034496;2
201100034497;1
201100034498;1
201100034499;1
201100034500;1
201100034501;1
201100034502;3
201100034503;1
201100034504;1
201100034505;5
201100034506;1
201100034507;1
201100034508;1
201100034509;1
201100034510;1
201100034511;1
201100034512;5
201100034513;5
201100034514;5
201100034515;5
201100034516;5
201100034517;3
201100034518;2
201100034519;1
201100034520;1
201100034521;5
201100034522;1
201100034523;5
201100034524;1
201100034525;1
201100034526;5
201100034527;1
201100034528;5
201100034529;5
201100034530;1
201100034531;1
201100034532;1
201100034533;2
201100034534;1
201100034535;1
201100034536;5
201100034537;1
201100034538;1
201100034539;1
201100034540;5
201100034541;1
201100034542;1
201100034543;1
201100034544;1
201100034545;1
201100034546;1
201100034547;2
201100034548;1
201100034549;1
201100034550;1
201100034551;1
201100034552;1
201100034553;1
201100034554;4
201100034555;1
201100034556;1
201100034557;1
201100034558;4
201100034559;1
201100034560;1
201100034561;1
201100034562;2
201100034563;1
201100034564;1
201100034565;1
201100034566;1
201100034567;1
201100034568;1
201100034569;1
201100034570;1
201100034571;1
201100034572;1
201100034573;5
201100034574;5
201100034575;1
201100034576;2
201100034577;1
201100034578;1
201100034579;1
201100034580;5
201100034581;1
201100034582;4
201100034583;1
201100034584;1
201100034585;2
201100034586;1
201100034587;1
201100034588;5
201100034589;5
201100034590;2
201100034591;5
201100034592;5
201100034593;1
201100034594;1
201100034595;1
201100034596;5
201100034597;1
201100034598;5
201100034599;5
201100034600;3
201100034601;5
201100034602;1
201100034603;5
201100034604;5
201100034605;5
201100034606;1
201100034607;5
201100034608;1
201100034609;5
201100034610;5
201100034611;1
201100034612;1
201100034613;1
201100034614;1
201100034615;1
201100034616;1
201100034617;1
201100034618;1
201100034619;1
201100034620;1
201100034621;1
201100034622;1
201100034623;5
201100034624;1
201100034625;1
201100034626;1
201100034627;1
201100034628;1
201100034629;1
201100034630;1
201100034631;5
201100034632;1
201100034633;1
201100034634;5
201100034635;5
201100034636;5
201100034637;5
201100034638;3
201100034639;2
201100034640;1
201100034641;1
201100034642;1
201100034643;1
201100034644;1
201100034645;1
201100034646;1
201100034647;3
201100034648;1
201100034649;1
201100034650;5
201100034651;1
201100034652;5
201100034653;1
201100034654;2
201100034655;1
201100034656;5
201100034657;2
201100034658;1
201100034659;1
201100034660;2
201100034661;5
201100034662;1
201100034663;1
201100034664;1
201100034665;1
201100034666;1
201100034667;1
201100034668;1
201100034669;1
201100034670;1
201100034671;5
201100034672;1
201100034673;1
201100034674;1
201100034675;1
201100034676;1
201100034677;1
201100034678;1
201100034679;5
201100034680;1
201100034681;1
201100034682;2
201100034683;1
201100034684;1
201100034685;1
201100034686;1
201100034687;1
201100034688;1
201100034689;1
201100034690;1
201100034691;1
201100034692;1
201100034693;1
201100034694;1
201100034695;1
201100034696;1
201100034697;1
201100034698;1
201100034699;1
201100034700;5
201100034701;1
201100034702;1
201100034703;1
201100034704;1
201100034705;1
201100034706;1
201100034707;1
201100034708;1
201100034709;1
201100034710;1
201100034711;2
201100034712;1
201100034713;1
201100034714;1
201100034715;1
201100034716;1
201100034717;1
201100034718;1
201100034719;5
201100034720;5
201100034721;1
201100034722;1
201100034723;1
201100034724;1
201100034725;1
201100034726;1
201100034727;5
201100034728;1
201100034729;5
201100034730;1
201100034731;1
201100034732;1
201100034733;1
201100034734;1
201100034735;1
201100034736;2
201100034737;2
201100034738;1
201100034739;1
201100034740;1
201100034741;1
201100034742;1
201100034743;1
201100034744;1
201100034745;3
201100034746;1
201100034747;5
201100034748;4
201100034749;1
201100034750;2
201100034751;5
201100034752;2
201100034753;1
201100034754;2
201100034755;1
201100034756;5
201100034757;1
201100034758;5
201100034759;5
201100034760;5
201100034761;1
201100034762;1
201100034763;1
201100034764;1
201100034765;5
201100034766;1
201100034767;1
201100034768;5
201100034769;1
201100034770;5
201100034771;5
201100034772;5
201100034773;1
201100034774;1
201100034775;1
201100034776;5
201100034777;1
201100034778;1
201100034779;1
201100034780;1
201100034781;1
201100034782;1
201100034783;1
201100034784;1
201100034785;1
201100034786;1
201100034787;3
201100034788;5
201100034789;2
201100034790;5
201100034791;5
201100034792;2
201100034793;2
201100034794;2
201100034795;1
201100034796;5
201100034797;1
201100034798;1
201100034799;1
201100034800;1
201100034801;1
201100034802;2
201100034803;2
201100034804;1
201100034805;1
201100034806;1
201100034807;2
201100034808;1
201100034809;1
201100034810;2
201100034811;1
201100034812;1
201100034813;1
201100034814;1
201100034815;1
201100034816;1
201100034817;1
201100034818;1
201100034819;1
201100034820;1
201100034821;1
201100034822;1
201100034823;1
201100034824;1
201100034825;1
201100034826;1
201100034827;1
201100034828;1
201100034829;1
201100034830;1
201100034831;1
201100034832;1
201100034833;1
201100034834;1
201100034835;1
201100034836;1
201100034837;1
201100034838;1
201100034839;2
201100034840;2
201100034841;1
201100034842;1
201100034843;1
201100034844;1
201100034845;1
201100034846;1
201100034847;5
201100034848;1
201100034849;5
201100034850;1
201100034851;1
201100034852;1
201100034853;1
201100034854;1
201100034855;5
201100034856;2
201100034857;1
201100034858;1
201100034859;1
201100034860;1
201100034861;1
201100034862;2
201100034863;1
201100034864;1
201100034865;1
201100034866;5
201100034867;1
201100034868;1
201100034869;1
201100034870;1
201100034871;5
201100034872;5
201100034873;5
201100034874;5
201100034875;1
201100034876;5
201100034877;5
201100034878;1
201100034879;1
201100034880;1
201100034881;5
201100034882;5
201100034883;5
201100034884;5
201100034885;3
201100034886;1
201100034887;5
201100034888;5
201100034889;1
201100034890;1
201100034891;1
201100034892;1
201100034893;1
201100034894;5
201100034895;1
201100034896;1
201100034897;1
201100034898;1
201100034899;1
201100034900;1
201100034901;1
201100034902;1
201100034903;1
201100034904;1
201100034905;1
201100034906;1
201100034907;1
201100034908;1
201100034909;1
201100034910;1
201100034911;5
201100034912;1
201100034913;1
201100034914;1
201100034915;1
201100034916;3
201100034917;5
201100034918;1
201100034919;2
201100034920;1
201100034921;5
201100034922;5
201100034923;5
201100034924;1
201100034925;5
201100034926;5
201100034927;1
201100034928;5
201100034929;5
201100034930;3
201100034931;1
201100034932;1
201100034933;5
201100034934;1
201100034935;5
201100034936;1
201100034937;3
201100034938;5
201100034939;1
201100034940;1
201100034941;1
201100034942;1
201100034943;1
201100034944;1
201100034945;1
201100034946;1
201100034947;1
201100034948;2
201100034949;1
201100034950;5
201100034951;1
201100034952;1
201100034953;1
201100034954;1
201100034955;1
201100034956;5
201100034957;1
201100034958;1
201100034959;5
201100034960;1
201100034961;3
201100034962;1
201100034963;3
201100034964;1
201100034965;1
201100034966;1
201100034967;2
201100034968;1
201100034969;1
201100034970;1
201100034971;1
201100034972;1
201100034973;2
201100034974;2
201100034975;1
201100034976;1
201100034977;1
201100034978;5
201100034979;1
201100034980;1
201100034981;2
201100034982;1
201100034983;5
201100034984;1
201100034985;1
201100034986;1
201100034987;1
201100034988;1
201100034989;1
201100034990;1
201100034991;1
201100034992;1
201100034993;1
201100034994;1
201100034995;1
201100034996;2
201100034997;1
201100034998;1
201100034999;1
201100035000;5
201100035001;4
201100035002;1
201100035003;2
201100035004;1
201100035005;5
201100035006;3
201100035007;2
201100035008;1
201100035009;1
201100035010;2
201100035011;1
201100035012;5
201100035013;1
201100035014;2
201100035015;5
201100035016;5
201100035017;5
201100035018;5
201100035019;5
201100035020;2
201100035021;2
201100035022;1
201100035023;1
201100035024;5
201100035025;2
201100035026;5
201100035027;5
201100035028;1
201100035029;5
201100035030;1
201100035031;1
201100035032;3
201100035033;1
201100035034;1
201100035035;1
201100035036;1
201100035037;1
201100035038;1
201100035039;1
201100035040;5
201100035041;1
201100035042;1
201100035043;1
201100035044;5
201100035045;1
201100035046;1
201100035047;1
201100035048;1
201100035049;1
201100035050;5
201100035051;1
201100035052;1
201100035053;1
201100035054;1
201100035055;5
201100035056;1
201100035057;1
201100035058;1
201100035059;1
201100035060;1
201100035061;1
201100035062;1
201100035063;1
201100035064;2
201100035065;4
201100035066;1
201100035067;5
201100035068;1
201100035069;1
201100035070;1
201100035071;5
201100035072;1
201100035073;1
201100035074;1
201100035075;1
201100035076;1
201100035077;1
201100035078;5
201100035079;5
201100035080;5
201100035081;5
201100035082;3
201100035083;5
201100035084;1
201100035085;1
201100035086;5
201100035087;1
201100035088;1
201100035089;1
201100035090;1
201100035091;1
201100035092;1
201100035093;1
201100035094;3
201100035095;1
201100035096;1
201100035097;5
201100035098;5
201100035099;3
201100035100;1
201100035101;1
201100035102;1
201100035103;1
201100035104;5
201100035105;5
201100035106;1
201100035107;1
201100035108;1
201100035109;5
201100035110;1
201100035111;1
201100035112;1
201100035113;1
201100035114;5
201100035115;1
201100035116;1
201100035117;1
201100035118;1
201100035119;1
201100035120;1
201100035121;5
201100035122;1
201100035123;1
201100035124;2
201100035125;5
201100035126;1
201100035127;1
201100035128;5
201100035129;1
201100035130;1
201100035131;5
201100035132;1
201100035133;5
201100035134;1
201100035135;1
201100035136;5
201100035137;1
201100035138;1
201100035139;2
201100035140;1
201100035141;1
201100035142;1
201100035143;5
201100035144;1
201100035145;1
201100035146;1
